index,question_flag,answer_flag,interjection_flag,speech_flag,petition_flag,quote_flag,motionnospeech_flag,chamber_flag,name,name.id,electorate,party,role,page.no,content,subdebateinfo,debateinfo,path,Speaker,Time,Speaker_1,Time_1
131,0,0,0,1,0,0,0,1,"COOK, Joseph","F4S","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9597,"- Tes, and what I am endeavouring to show is that in consequence of the duties imposed in Victoria, the purchasers in that State have to pay £50 more than do those who buy a similar article in Sydney.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[2]/continue[6]/talk.start/para","N/A","N/A","N/A","N/A"
132,0,0,1,0,0,0,0,1,"THOMAS, Josiah","K8L","N/A","N/A","N/A",9597,"- That upsets all the arguments used by protectionists for the last two months.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[2]/interjection[9]/talk.start/para","N/A","N/A","N/A","N/A"
133,0,0,0,1,0,0,0,1,"COOK, Joseph","F4S","N/A","FT; ANTI-SOC from 1906; LP from 1910; NAT from 1917","N/A",9597,"- I believe the whole trade would be glad if these machines were placed on the free list. How is it that the buyers of these machines have never come to the House aud asked that duties should be imposed upon them ? Since the fiscal controversy was raised here, every petition which has come from the users of tools or machinery has asked for a reduction of duty, and yet we are told night after night by honorable members who believe in protectionist principles that the effect of imposing high duties is to bring down prices, and give the purchasers a better article. Surely the people who use these articles are the best judges, and surely they would have asked the committee to increase the duty if they had believed in the protectionist argument. They surely ought to know their own business best.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[2]/continue[7]/talk.start/para","N/A","N/A","N/A","N/A"
134,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","North Sydney","N/A","N/A",9598,"- I heartily support the honorable member for Parramatta, and I would point out that in this particular matter he can fairly claim the support of Ministers themselves, because they placed leather dressing machine tools upon the list of exemptions.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[3]/talk.start/para","N/A","N/A","N/A","N/A"
135,0,0,1,0,0,0,0,1,"MAUGER, Samuel","KNJ","N/A","N/A","N/A",9598,"- Surely the honorable member does not contend that a machine tool is a machine ?","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[3]/interjection[1]/talk.start/para","N/A","N/A","N/A","N/A"
136,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9598,"- If the honorable member for Melbourne Ports will refer to the list of machine tools which the Government themselves are prepared to place upon the free list, he will find machine after machine included in it. I say that Ministers did intend to exempt machine tools used in connexion with this particular trade.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[3]/continue[1]/talk.start/para","N/A","N/A","N/A","N/A"
137,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9598,"- They were not in the list of detailed items which we brought down.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[3]/interjection[2]/talk.start/para","N/A","N/A","N/A","N/A"
138,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9598,"- They were in the original list of the trades,- in connexion with which the Government thought that machine tools ought to be exempted. But the Ministry have altered their intentions, no doubt as the result of representations. In this connexion it seems to me that we are allowing individual firms far too much power in this committee.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[3]/continue[2]/talk.start/para","N/A","N/A","N/A","N/A"
139,0,0,1,0,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9598,"- Is the honorable member referring to page 7 of the old Tariff?Mi-. THOMSON. - I am referring to the machine tools used in certain industries.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[3]/interjection[3]/talk.start/para","N/A","N/A","N/A","N/A"
140,0,0,1,0,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9598,"- And to be specified in departmental by-laws.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[3]/interjection[4]/talk.start/para","N/A","N/A","N/A","N/A"
141,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9598,"- But there is not a single tool specified in connexion with leather dressing. The Government recognised that reason existed for exemptions in this industry, though they did not exempt the machine tools of every industry. Now they say they have abandoned that position, because every such machine tool can be made in Australia. But do honorable members believe that local manufacturers can make every machine tool used in this industry under the conditions which have been prescribed, by the Ministry themselves ? In other words, can these articles  reasonably  be manufactured within the Commonwealth? Personally, I cannot believe that every machine tool used in this particular trade can reasonably be produced in Australia, if in the other trades they cannot be locally manufactured. What evidence does the Minister offer that they can  reasonably  be made -within the Commonwealth? Simply the statement of a firm that it can manufacture them. Of course it can do so, but we have no evidence that it can  reasonably manufacture them. The honorable member for Bourke sneered at the authority upon which he presumed the honorable member for Parramatta submitted his amendment. Why did he do so ? Because the firm mentioned are interested people, who import these very machines. Consequently he declared that their desires ought to have no weight with this committee. I quite agree with him. But who is the honorable member speaking for ? Is he not speaking for an interested firm ? Will he apply his own reasoning in the case of the honorable member-for Parramatta to his own case ? Of course honorable members upon this side of the chamber do not accept the definition of the Ministry that everything should be dutiable if it can  reasonably  be manufactured within the Commonwealth, But adopting the view of honorable members opposite, who have accepted that definition, I will point out that not a single attempt has been made to demonstrate that these articles can  reasonably  be produced in Australia. What does the term  reasonably made  mean 1 It means not only that a machine can be locally manufactured at a reasonable cost, but that it is as lasting, as effective, as rapid, and as. saving in its operation as the imported article. The fact is that Government officials, who are deputed to ascertain whether particular articles can be locally manufactured, merely ask different firms if they can produce them. Upon an affirmative reply being given, they convey the information toMinisters, and the articles in question are immediately placed upon the dutiable list. I say that honorable members should never have been required to traverse this list of exemptions. Either a moderate duty should have been imposed upon all these articles or there should have been such an exact definition of  tools of trade  and  machine tools, that the task of discriminating between the two classes could safely have been left to the Government without itemizing. But honorable members are now called upon to discuss another Tariff item by item - a Tariff which has been solicited by the Ministry, and one which necessarily adds to the large amount of work connected with their original proposals.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[3]/continue[3]/talk.start/para","N/A","N/A","N/A","N/A"
142,0,0,1,0,0,0,0,1,"MCMILLAN, William","L2G","N/A","N/A","N/A",9599,"- The committee are now going through practically a new Tariff without any power of differentiation.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[3]/interjection[5]/talk.start/para","N/A","N/A","N/A","N/A"
143,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9599,"- Honorable members should never have been called upon to do that. This Tariff is being framed by honorable members with more or less of the consent of Ministers, and by the time we have completed our labours this new exemption Tariff will contain as many, if not more, items than did the original Tariff.Mr. HUMECOOK (Bourke).- The honorable member for North Sydney has said that this committee ought not to accept the testimony of interested parties. I quite agree with him. But this is a question of fact rather than of theory. Regarding the facts, I repeat that these machines are made in this country. In support of my statement I point to a list which has been published broadcast, and which gives not merely the machines which are manufactured locally, but the names of nearly 60 persons who have purchased them from the manufacturers. Amongst the names of Victorian tanners and curriers I find those in the very front rank of the tanners and curriers. For example, there is Major Braithwaite, who is perhaps the largest tanner and currier in this State.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[3]/continue[4]/talk.start/para","N/A","N/A","N/A","N/A"
144,0,0,1,0,0,0,0,1,"MCEACHARN, Malcolm","KQU","N/A","N/A","N/A",9599,"- He uses 24 machines made by Pullan and Co.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[3]/interjection[6]/talk.start/para","N/A","N/A","N/A","N/A"
145,0,0,1,0,0,0,0,1,"MCMILLAN, William","L2G","N/A","N/A","N/A",9599,"- What was the duty in Victoria ?","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[3]/interjection[7]/talk.start/para","N/A","N/A","N/A","N/A"
146,0,0,0,1,0,0,0,1,"COOK, James","K4I","N/A","PROT","N/A",9599,"- Thirty-five percent, originally. Then I find the names of Michaelis,Hallenstein,and Co. They are men who profess to be free-traders, and obviously they would buy in the cheapest market. How is it that Lloyd Bros, and Maginnis, another large firm of tanners and importers in this State, also purchase these machines 1 I find also that some firms in New South Wales use these machines, including J. Dennis and Co., Farleig, Nettheim, and Cog. Cunningham, T. Saxon, G. Bailey, W. Chaffer, and Johnston Bros. The honorable member for Parramatta made a statement which, if true, is very surprising. He declared that Pullan and Co. had supplied a band-knife leather splitting machine to a certain individual for £200, whereas the price of it in Victoria was £250. I am not familiar with the price in Victoria, but I have endeavoured to ascertain it, because I believe that if the facts were disclosed they would be found to be very different from what the honorable member has stated. A clerk at Pullan and Co.s, with whom I got into telephonic communication, informs me that there were two or three cases in different parts of New South Wales some years ago where men were supplied with these particular machines at a very heavy discount, in consideration of their pushing them amongst the users.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[3]/continue[5]/talk.start/para","N/A","N/A","N/A","N/A"
147,0,0,1,0,0,0,0,1,"MCMILLAN, William","L2G","N/A","N/A","N/A",9599,"- Have not all the manufactures of Victoria been sold at a cheaper price in New South Wales than in this State 1","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[3]/interjection[8]/talk.start/para","N/A","N/A","N/A","N/A"
148,0,0,0,1,0,0,0,1,"COOK, James","K4I","N/A","PROT","N/A",9599,"- I do not think so. But even if that statement were true, it proves only that protection establishes industries, and enables our manufacturers to sell their goods to other States. I am not one of those who advocate the imposition of a duty so high that it must be calculated to create a monopoly ; nor am I here to ask for high duties in order that manufacturers may be able to make immense profits at the expense of the consumers. Throughout this debate, and throughout my public career, I have put to myself the question whether it is possible to give the consumer any advantage by the imposition of protective duties. In every case that I have been able to analyze I have found that, as the result of the increased competition, not merely between importers and manufacturers, but between the manufacturers themselves, the consumers have invariably benefited. It is so in this case beyond all doubt, and, I believe, in all others. I regret that I am not in a position to furnish the committee with a list of all the prices of the machines under review, but I am satisfied that if the facts were elucidated, my contention would be established beyond any doubt. The honorable member for North Sydney has said that we have to be assured not merely that these machines are made here, and that they are made here at a reasonable price - two points which I have answered - but that they are safe and rapid, and of the right kind to use.","Messrs. Pullan and Co. -","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[7]/speech[3]/continue[6]/talk.start/para","N/A","N/A","N/A","N/A"
